Industries,Power Houses,Vehicles,Commercial Buildings,Trees,Air Pollution Index
54,25,7066,158,10581,44.406611808056674
6,27,5336,194,7917,42.07858391587392
39,8,9608,95,6499,25.25987047913148
18,10,879,86,19562,95.96028616112842
80,2,8856,123,16355,57.96931767381949
5,5,3076,181,133,25.30760815235314
43,19,7970,109,11106,44.897592248068875
59,23,8624,176,19931,69.10135803654008
32,10,5749,179,399,16.5946815178783
2,47,3428,15,15429,73.94424469139703
66,11,7323,116,4132,23.04797181910037
42,36,8979,53,7941,30.949982014269423
58,49,5438,154,2823,23.172779198311915
36,17,4841,181,17339,73.99870690697443
12,8,2149,163,6297,48.281214084475074
47,29,944,10,6071,51.68375832713944
83,34,2038,157,2281,32.880081253198384
92,36,5652,51,10285,47.35643954758443
1,15,5780,158,5310,33.339013168526066
15,39,3861,166,9022,49.78767199012276
54,20,8202,142,9095,36.43300081517692
13,18,5341,51,15972,70.31560726212444
43,33,1281,130,9907,61.11879610457272
85,6,7943,36,11294,45.972757800471655
76,5,2290,129,8656,54.34632542387709
69,32,7693,10,12786,50.80791851126966
7,37,3901,17,13652,66.87327574865418
69,39,2883,139,16512,76.63043290569165
48,6,2549,163,12687,67.13194039839459
4,16,9806,24,13667,48.67898304572941
77,13,3490,95,15164,72.08673676239835
53,3,5272,52,6568,39.81407795694386
79,20,141,141,3661,44.32119470439546
16,41,242,79,18665,94.13384302911481
21,36,8218,86,9524,38.75144084859949
59,22,8097,166,19657,70.82562820608113
24,39,6589,41,2554,21.271985601213146
80,12,173,136,13070,74.66974047196459
14,13,3325,117,19736,88.86062440087865
86,6,3928,175,741,22.481688430676527
49,46,3762,169,17464,76.79090140470673
50,22,8323,121,1171,10.286480795330448
70,21,6997,183,13364,52.91703896268289
42,30,1566,11,12113,69.24511115651225
36,10,6658,159,8020,38.26102274568566
65,4,5057,92,7192,41.17174244736931
96,19,3750,117,2195,28.12963591828904
70,44,6242,26,11909,52.08118661277119
95,27,8899,194,4022,15.681441006256563
1,21,970,53,14856,81.41397114749152
51,6,6206,50,2140,22.21663339598102
37,2,8642,82,18744,68.16737922702865
35,40,9994,163,19599,64.36900104796331
49,36,8502,66,1993,13.054644979931425
94,25,2119,5,15724,77.77280724603149
4,40,9696,68,3299,14.234984936623377
99,31,2468,102,11574,61.89419952561466
43,19,1838,56,11022,65.1132257199004
78,17,3271,199,3376,32.34214552411865
22,13,6333,142,16044,65.88040675523403
74,7,9356,103,14422,50.705198717512665
1,1,5083,81,15899,71.9585281523384
11,47,6225,187,6919,35.36176363036674
44,28,9617,11,1611,8.970082120347357
59,46,4299,80,9517,49.518667326791956
24,13,3702,84,10905,58.946009003451934
60,36,7305,93,9420,40.17535119745597
3,3,9126,147,16072,57.77966030493928
99,33,4783,130,3060,26.455508695105962
63,1,1296,123,15454,80.01042234123263
36,32,1636,1,11703,67.93965600795718
95,22,8289,3,16954,62.20887121353256
68,15,333,19,740,35.41742625033669
83,21,4459,78,9817,51.19310775725043
47,26,4588,25,7042,43.29714968429295
21,24,7727,141,14459,56.38217528185447
82,38,5863,81,10153,46.564188878457344
51,26,1825,122,3860,40.14270707105434
28,44,2802,117,8102,50.98916501423234
15,46,7376,153,7431,33.14196812239078
42,2,2054,99,3237,38.959997274178235
59,14,8637,172,9573,36.21121616234593
66,11,6439,115,7036,35.27701743661696
37,16,8477,108,13568,50.91741169678945
11,38,4111,46,13877,66.67365057350807
87,28,1443,157,17327,83.92817498873252
44,46,7680,130,10255,40.8659459610253
12,35,2223,13,11007,63.829492513110594
3,6,7265,198,1689,17.033605509596583
52,1,3406,73,16684,78.01356205151761
81,3,1622,163,667,30.183913523275265
33,43,5181,128,890,20.01182566976776
55,47,2792,164,6599,44.56634027433538
1,17,6412,30,7491,39.74478282814289
39,4,9463,86,2799,12.889009435528791
20,28,6937,36,1985,19.104852073305906
47,37,7625,196,16017,59.662051942252546
43,39,793,78,1811,37.15873282674611
57,44,9092,129,17645,60.346471488905834
61,35,3571,188,3142,30.681656016205977
78,45,4973,87,2341,24.268967731699192
31,38,8370,153,18083,64.89820207616876
25,1,3259,86,4261,38.64447289722317
3,44,2144,50,16562,81.58303350150877
4,42,567,90,12693,74.80197669826126
95,10,2083,168,3010,36.05391586377493
99,29,3933,176,10821,53.613549485741885
14,41,1745,152,3708,40.16295216520126
41,35,7385,127,18890,70.39424883173405
73,35,163,127,723,35.18894001987478
20,45,3763,38,14985,71.49753182920291
96,2,687,134,4909,46.682864056811944
73,6,7620,86,18259,68.96820086660634
27,18,1283,188,15384,78.97985789622263
67,12,4869,90,10177,51.377450017857264
53,44,9106,180,15269,51.87741707318442
68,7,3462,135,7022,45.28903045312078
62,46,2722,139,14392,69.89761266679312
15,4,1053,190,15409,81.64783025190087
97,31,4305,33,1791,25.040886704915906
5,35,3228,54,4831,40.62042694612342
68,34,2820,197,5789,41.46947625919309
12,49,6945,19,2645,21.358573445018493
87,46,8549,182,17859,61.46205643076212
78,22,5094,134,16340,69.83389232269306
76,26,3967,138,12302,60.04888223786857
57,25,4225,13,11256,56.931982294939885
17,2,3743,196,18708,83.28415119496934
25,33,8526,118,14551,53.99682556150039
30,14,3270,20,19469,89.33247772034424
22,38,4505,159,13030,60.84452778512561
26,11,8036,187,9095,37.28423500815155
81,18,1353,194,17481,84.45691216736802
61,40,7522,76,149,9.486096233113102
62,15,5042,32,19682,82.50598044707864
84,31,6800,12,15526,61.71409356461158
34,10,6254,10,9990,48.47085649175513
33,34,2032,31,15002,77.95563056937823
71,14,1320,166,10473,62.815147851197956
86,25,983,174,8406,56.23496452411913
32,39,2986,101,19888,88.6271902222165
14,6,3306,168,8467,51.230131925782935
72,47,4345,122,17072,73.28496993291795
57,40,8347,57,11509,43.999064351369675
25,46,6886,14,7069,35.15766318549443
80,6,5784,97,10290,48.64149363176037
42,34,9204,106,6538,25.07737931180158
19,44,6430,37,15117,63.33040448257528
41,45,8364,131,16665,59.19766724710549
55,23,9230,25,3772,16.61913438634221
80,48,4717,127,8809,44.61521739166847
12,28,8306,46,7722,33.74174589224755
39,42,4309,38,5825,39.45196234070559
94,13,8688,197,4865,18.77962798236517
2,40,4788,168,13396,61.527382608795094
96,46,947,104,3650,40.545432297227094
45,19,1792,57,1512,33.49461065525304
89,46,785,192,3591,39.72902613547878
25,44,4598,94,17103,74.73264549785242
68,7,3502,184,18200,80.63064507305936
83,47,1817,76,18706,87.23891492111656
4,11,1619,59,7595,55.26690572015855
77,46,6216,59,7330,36.44858892229621
36,18,8062,181,15299,56.726904328618254
87,33,8175,172,12749,46.30461103143784
62,47,4379,148,12497,58.289603145612006
70,31,9168,94,9491,34.26131791076213
88,12,2321,3,16880,81.64806037549947
44,33,793,91,6030,51.206102595356754
33,2,5701,13,5558,36.05229282074961
12,27,142,196,15354,82.97016328710424
85,8,4365,117,9566,50.01918576147701
11,14,7926,157,3883,21.300758535726445
55,41,6649,177,7847,36.2947476238983
38,14,1399,194,4107,42.88798603812357
29,11,6498,3,153,15.264175477369264
3,39,9973,166,11947,40.18095738001283
28,29,9500,176,17575,59.40414570949563
84,43,5556,168,16043,65.565757213606
90,21,3769,192,9615,50.80542817851213
24,24,4373,52,7071,44.24997193473354
54,28,185,131,14580,80.07772337922998
52,29,1129,186,11607,66.19811553328569
47,9,6233,162,18474,74.03008883940474
21,12,7554,36,16463,64.89516791985542
54,31,7112,110,2163,18.033446916416466
30,33,2387,88,13198,69.37504955145201
68,28,8539,163,17251,60.82995526948341
36,41,4347,73,6057,39.50007315571471
40,33,7156,81,18679,71.41435406371377
10,37,4748,171,8397,45.398428279585815
74,31,4801,101,17423,73.74195279312428
42,24,9039,155,15790,55.46928932438255
24,31,7042,141,4431,24.98878542951931
4,32,5750,49,4369,31.017320002176902
47,35,8928,35,18540,65.70161702546122
91,6,8095,68,7389,31.84266456059717
51,5,5024,192,14027,63.05390468750698
4,5,5258,47,18351,79.56137831730659
32,13,2214,54,4522,42.46125280993437
10,44,6935,66,10937,47.49386860754652
11,38,4164,113,10106,53.47757930367388
28,27,1310,150,16112,81.81967386445424
46,8,9608,86,10237,36.314284389543516
72,46,8371,97,19342,68.09425067581036
40,41,2174,97,12223,65.95954294373365
62,17,530,8,14930,81.4116941683084
86,12,8451,107,10598,40.608279753162115
98,6,5368,63,607,18.388444188508473
45,16,3022,151,9475,55.01768229196372
35,42,9060,66,4101,18.24285536364036
35,1,405,35,15267,84.3264487734535
89,8,2709,86,4438,39.12092015676861
34,19,7247,42,9986,43.92470314870879
6,36,5809,174,12405,55.53890150952259
37,25,2130,61,17825,85.88438436397739
1,2,1695,142,4404,44.424159510832126
76,8,1195,6,11676,69.17619073218236
35,33,3871,148,2735,30.008589583930274
70,48,1864,160,17122,81.12202472628458
54,38,3405,129,6060,41.45965098765543
81,15,4206,168,5390,36.06384067009646
63,35,5785,51,13714,59.50180306449673
9,4,7704,12,13211,54.806863504532345
62,19,7114,65,11477,48.977636139556566
2,4,4502,72,13358,64.90831905027488
82,12,6069,190,590,14.419376721308453
36,17,9030,129,6408,25.913212239870234
92,12,719,168,6966,52.78826429714586
41,14,9109,136,7800,30.364627471581954
37,11,3822,180,13370,64.76930178351884
49,25,8264,26,11881,45.97815101085345
26,23,4564,143,9654,50.75560346895007
68,19,2970,197,8787,51.219834741593395
36,20,7799,50,13633,53.71188574100377
31,31,3251,122,15251,72.38849766290589
30,23,4654,58,7627,44.54974235177316
34,12,9858,118,13407,45.9260084523165
19,3,4636,138,10055,52.84208051799793
18,34,1900,37,7647,54.357315630369015
94,10,8036,187,19769,69.59466901073513
85,34,4531,167,14865,65.30219837555177
3,12,3982,70,12377,63.23427557308926
70,21,1540,1,14168,75.9688096943288
13,16,8741,136,17190,61.882261316543556
45,8,389,97,17211,88.91018488252769
67,20,5822,76,443,16.22115693304319
92,21,6379,194,13045,53.6064910002349
86,35,8560,113,5388,21.7690564406888
40,42,8555,39,10447,40.71931991866433
40,39,5065,138,5048,32.515146010194
76,41,9708,145,8122,26.867969860525292
23,29,3507,14,1293,28.420627137400018
31,38,6362,40,7892,39.56273207355575
18,24,9440,24,16637,58.889994753770736
71,8,3048,145,1186,26.9798934715633
72,19,4506,2,16678,73.79535953774855
19,15,7153,84,19844,76.29298307849234
93,46,8879,53,7034,26.40046589073431
44,9,1766,128,8376,55.97807201830251
84,36,4032,121,6502,40.61196248360397
50,49,6884,36,3163,22.032680222355424
42,49,5223,13,11826,56.038547093312346
94,47,5327,49,10641,49.959485003705126
47,14,1397,58,4205,43.84773444055169
22,28,3625,136,13548,66.74313680590157
74,33,9455,161,18827,62.934229314086224
90,32,9402,104,2487,10.345848527560221
97,22,9599,109,13243,44.28374776666594
92,42,5818,108,2668,21.81499510761246
74,4,7310,73,13033,53.041198232507604
29,28,1038,66,19338,93.8497851626532
82,22,498,169,8733,59.19878233115089
59,42,4843,82,2647,25.56544809518917
1,43,7900,161,16966,62.84828936604101
87,35,1395,62,3773,40.5898345799857
64,38,5579,30,9309,46.15585037803547
17,6,260,45,15580,85.40189374809628
37,15,8819,94,1678,11.782762703048562
95,11,191,174,4009,44.77805277761786
25,22,3727,4,10983,59.80987392515833
64,13,2095,86,16396,80.2466984692883
68,34,7497,18,4334,23.836172856458703
52,14,1652,25,16461,82.68156704859436
9,11,8446,8,729,11.850075572138593
57,39,8366,189,10180,37.743349347948715
92,45,7919,83,151,7.234027933516842
94,22,7489,146,7520,32.789299924455165
88,12,6811,127,14061,56.611269557142705
33,46,3215,124,13821,68.18755572244652
20,1,2299,193,12720,68.74841079719596
73,35,9595,95,7864,27.338573666251136
72,41,303,103,18370,91.06083687450666
88,48,9348,195,17733,58.037203901168525
14,39,3112,16,14890,73.81579304402784
59,23,1165,54,7585,54.68670222683748
82,21,9284,185,5379,19.395646575265886
56,41,1470,181,4217,41.23089160514473
65,45,6299,111,17719,69.38861294741523
76,15,9487,2,14661,51.253086531686925
93,48,5955,116,19145,74.15267152000465
37,49,8044,181,10270,39.68263798702445
26,6,6345,3,14773,63.84517383265255
33,19,3083,113,19087,86.7966843743596
43,9,4130,119,16272,73.55577419312853
15,8,3757,45,12739,65.41424730376225
87,13,5676,24,7336,39.966346851017306
29,45,1473,29,17845,87.60138529894809
21,23,7939,65,10774,44.673056451587215
83,49,7180,165,10520,42.45474140767818
69,42,8957,80,12184,43.88108277328884
23,47,2263,66,2869,36.112303803853486
84,6,8151,140,55,6.806505684269553
8,8,2938,97,3752,38.938531809283546
73,18,4553,82,13879,64.23229859972132
62,37,4570,21,1329,23.034342647330163
14,15,9364,129,17334,61.1127735168486
6,34,236,56,11093,71.32427494966416
1,49,6710,93,17410,68.59567548494145
9,38,9602,73,10595,37.72008783775149
80,49,4804,122,17631,73.48065793328168
80,46,7434,50,6284,28.861878811839176
54,23,5490,108,8256,42.59547565946795
12,4,8820,165,5903,25.528936385985375
5,10,3984,45,18333,83.0371038726523
40,4,636,124,7333,56.19461625922579
93,3,6423,83,7934,38.8045256540439
46,12,627,33,1665,38.12226371715788
27,10,2653,172,10154,58.32452809765431
75,46,799,78,17345,86.15693527130043
53,9,2060,83,7388,51.873236146151754
50,13,4856,100,6909,41.00768470064299
92,8,4005,148,7778,45.30668459485573
52,49,8689,33,12901,47.81042038267581
19,23,7300,178,16469,63.07397582706494
35,23,9335,11,18900,65.95061656576263
52,41,4469,183,17698,74.74962192060273
31,9,7864,77,8171,35.99547100535253
54,18,5455,142,7609,40.70130244778305
59,18,7923,3,11905,47.945430979867055
44,45,6721,125,96,11.679826270087233
56,6,5428,99,4119,29.96294751202261
19,4,4872,155,13447,62.67899850706767
46,30,3026,179,4678,38.68428205105838
88,40,4250,31,4950,35.19161714718534
66,35,3603,137,15863,72.42443371672798
71,2,4432,5,15730,72.15651483108314
54,18,9645,177,10367,35.57285142995299
49,29,6774,81,1356,16.793868733879606
95,6,2699,146,5019,40.509082056476466
60,30,747,175,17241,86.18209733717956
81,4,5600,179,2022,20.925617707197006
27,20,9193,159,12035,43.14183632224831
36,34,5206,95,1844,23.09451511211374
59,15,8384,171,11265,42.68240952657775
50,23,5493,168,7772,41.287036453574885
74,10,2713,90,10372,59.064555020294435
45,35,321,116,11768,70.10381202264082
14,40,3670,64,6349,43.10407174260561
71,5,9322,31,4718,19.76744209561464
39,10,4633,119,119,20.228528556041496
40,46,4744,80,13075,60.98647298595528
9,19,8298,71,9543,39.75289071010742
14,19,7664,30,2843,19.68053675904403
8,42,887,6,10276,66.0818458793685
81,45,6662,174,4854,25.313751625865038
23,18,7100,151,17092,66.8707375878198
80,21,9193,81,8663,31.783179885326035
90,40,4187,182,265,18.553872950498032
9,18,2014,122,8196,55.154605495964596
7,29,4248,90,8837,49.33664723403537
82,18,8565,88,17989,64.09729354953006
72,4,5246,14,13829,63.393912717298804
85,44,5026,133,15186,64.79230819231498
90,12,3390,39,9312,52.676598049142
67,13,1433,105,6506,50.39443744520861
61,11,5951,77,7032,38.446509493507754
17,10,8155,18,1227,13.633174672948797
57,30,6432,65,13674,57.511639000968664
24,16,6839,65,6133,33.86192898730488
25,49,5808,127,8021,39.83911684410613
5,42,5789,81,18206,75.5236281430771
50,18,7670,163,15861,60.25558298606777
88,26,2676,4,13858,70.93240192099012
31,27,5270,185,4140,29.457683242770514
55,42,7552,181,5907,26.728073943736348
26,26,8794,125,11548,42.93092576063705
21,14,7535,2,19710,75.99702410580711
98,22,4224,51,4597,34.258047533932995
58,17,8524,68,3255,16.791720773513944
24,35,7828,70,9325,39.193334500928025
28,3,5243,150,10574,51.530973114190736
30,27,2013,111,7653,52.58431836007789
34,48,4751,72,15356,68.15499114973949
54,22,4586,188,10140,50.749669108878805
52,18,5845,9,11350,53.68168224401948
87,16,2881,82,11408,61.30793974028641
8,49,9250,140,17174,58.79287379616731
10,8,7796,17,5485,29.24223483679367
55,29,1949,20,6610,49.54468926945336
1,5,3446,1,11594,63.58067884857161
84,17,7001,47,4116,24.77502774150176
37,20,7443,130,16139,62.1448706687414
82,34,9257,193,16630,55.52404460708008
21,29,5856,78,13671,60.37146674807206
4,34,1062,134,7352,54.32796457604883
43,1,4895,168,11978,57.42217600037163
66,38,4898,64,12392,57.8855901297379
21,10,259,178,4878,49.011655929539955
37,20,7470,112,1896,16.278147649861978
69,20,4344,118,172,20.123305401979778
81,47,5574,169,1178,17.148116024897348
48,23,2488,165,14563,72.4428885994664
11,31,8737,194,16797,59.49723621010718
95,11,3093,198,2904,31.52292186167358
92,44,2270,75,13558,69.47244261983289
44,37,7680,132,17173,63.665324479055954
64,29,5865,46,7734,40.348001781995535
32,48,4198,115,14072,65.09091330564944
21,6,690,141,11699,70.65014194073598
71,28,3251,142,14059,67.75119821538269
10,16,5796,140,14917,64.78162517918392
61,26,5778,62,5737,34.39682224144916
92,17,5446,125,12749,56.83151901283498
36,34,2360,168,1475,29.85736632572423
84,28,9901,147,16033,51.79158528730889
77,4,1654,26,11638,67.46818406309123
19,43,9496,38,11687,42.16412205610204
75,33,139,123,4154,45.36129782980236
99,47,7141,96,6772,30.787982839893473
98,27,4187,47,17312,75.33343717386762
44,26,9405,134,10008,35.68378831328833
4,39,8697,109,3625,18.212952146021195
13,46,8843,55,18715,66.49454060570503
59,3,4731,63,19825,84.04479975529185
2,49,4082,190,16612,73.7600989435791
1,15,5609,68,19942,82.22260572378832
40,42,6456,64,7597,37.96625388609498
25,13,5437,195,1468,21.126689468821482
59,2,8840,169,15562,55.42330613467043
37,44,3928,158,7071,43.04926000277774
70,16,3900,115,994,24.230594495154406
7,8,2667,30,9085,57.338445629311884
4,29,2805,155,12673,65.89157928362602
99,26,2384,146,12401,64.4829678382069
41,18,743,53,16489,85.8281199178764
61,37,8708,14,9903,37.58474668831572
34,5,6230,66,10100,48.235545155252844
29,48,2055,18,1155,30.978548773740897
69,33,8855,48,6376,25.354084242176285
27,33,6124,39,12923,57.588156251011455
97,1,5771,194,9418,44.27026710385291
52,46,109,11,14484,81.16285204289836
74,33,2514,87,170,25.67289694201365
54,8,4214,96,15273,70.55323491749286
70,39,7353,185,3472,19.011076286085185
34,10,4906,53,13629,63.49377461878742
8,2,8939,121,9527,37.12755235752262
95,33,853,34,15177,79.47648969438758
73,6,7733,125,8381,35.54274894184347
85,12,9428,46,2740,12.533060730208959
8,7,4648,22,11144,57.80162246679303
68,36,6977,26,3003,21.09254264623192
86,46,9530,11,16006,54.16053273906075
92,15,9062,85,19923,68.6528137607891
68,39,9562,183,4120,13.959515284489115
85,13,1573,143,19526,91.22577641541272
72,33,9500,175,8843,30.232279598371292
84,35,1152,25,19327,92.91222460825166
96,36,152,77,2797,40.59657894431825
1,7,3150,98,11225,62.01738863712515
6,19,3250,57,3792,37.79316329297421
92,8,3120,86,18382,83.90827355337815
31,43,7613,128,3266,18.697950525890235
74,16,3153,110,3203,33.493372229317146
84,7,587,178,19904,95.20325408833278
8,21,8219,139,8890,36.98096352831447
22,48,7430,143,2727,18.12054407797855
93,47,5797,92,13745,57.780944273113846
9,31,7188,135,14858,59.20850919055889
44,11,8425,21,7670,33.37808475121588
47,15,974,109,4912,46.24826946423948
1,2,9616,83,10881,40.65160215412269
52,37,4941,129,12486,56.97891026007243
39,45,7270,36,2171,17.334241869994173
90,3,5638,127,14572,62.2138711210075
75,7,7500,16,5423,27.920713855779596
99,10,2156,6,15138,76.60298989078957
88,14,7229,48,8968,39.93991790513073
97,1,5622,187,5545,32.5019258787605
84,36,7157,41,7616,34.804304465114726
27,3,5437,21,17945,76.41704220264266
79,13,5937,165,6211,33.16508605092075
33,35,1735,193,11525,65.04843826540329
71,3,2935,35,15621,75.90520608532454
98,42,2872,13,17743,81.62031774547307
45,1,2092,5,14052,74.81976728277994
60,31,5186,92,10158,49.26797336288622
58,13,1370,142,10360,63.164242522058515
51,5,7975,101,911,11.74012406109884
46,45,5727,59,3477,26.662658070175283
5,14,6847,172,13513,55.93398630423701
58,47,1893,127,13765,71.08322173622301
94,16,5087,172,10683,50.449279721736836
92,35,9218,111,3277,13.252013635786398
18,35,377,128,16119,85.361389130686
36,49,1345,147,6367,50.041383285374444
67,17,1647,118,17740,85.60516174175062
21,27,4048,59,8668,49.50003788931628
46,28,7947,40,2605,17.992293477556032
58,27,6961,73,10776,45.83765297350073
80,37,5964,119,2917,22.691803418402117
37,3,4237,44,636,24.658506972165085
63,28,8933,53,6573,26.26025475192189
5,32,2853,79,17652,83.25666652226921
78,1,5099,116,12633,57.98661527165518
31,11,533,87,13796,78.23952821506303
88,17,8764,80,12649,46.25435545490144
99,27,3281,141,14219,67.84930826593458
36,46,5077,137,6321,36.593787698477875
74,1,5653,154,5099,31.62624830280592
91,35,7618,62,14455,55.053581634152636
56,33,8760,27,18545,65.99402831531506
27,6,1794,55,17520,86.65687240201673
23,36,1961,5,15964,80.97767050797462
77,4,864,92,1662,36.85078785605796
80,44,9095,59,3301,14.870307046283699
99,29,7548,14,9407,39.211281147299935
91,39,6555,89,11342,47.573010524104994
52,45,1326,159,12398,67.78841310754342
47,49,4315,195,19974,82.14464591779337
81,11,5178,197,9629,46.5836200531336
62,33,3149,64,10340,56.85782475704445
61,5,346,160,412,33.44569620638855
48,37,1013,174,6661,50.79797019213664
1,16,9295,44,13890,51.00970618605133
11,1,3465,95,7320,48.1983103279266
76,9,569,199,15923,81.6652589803612
14,9,4155,134,19364,84.96159587927424
72,18,9432,100,5485,20.648385111682373
95,7,7470,175,2284,15.426831927869358
7,37,8635,95,13746,51.201738911037815
46,29,5424,170,16112,67.72602477983651
31,24,2148,92,10967,62.869212110852224
16,10,5361,74,8779,46.654692958029564
42,15,2881,49,19424,89.07173508586702
39,19,4416,105,12696,61.28353629397847
54,8,9875,76,8282,29.671052134124167
44,38,5241,65,16291,70.06046553621366
83,41,1167,160,3644,38.96916901557784
8,14,3688,130,6678,44.33511121373239
93,6,8974,84,10206,38.02157104242494
66,11,9763,179,1699,6.650334670255546
42,14,7709,18,6212,30.401962349555703
67,20,1789,14,9357,59.45907405041522
93,24,5990,60,5378,31.841299362307623
79,42,1434,75,6572,49.57151132215921
92,42,5094,118,13972,61.379301414195766
32,5,1052,182,3487,42.06846484696947
94,33,3682,57,11162,57.46057350732918
51,32,2820,31,953,28.448589551948515
47,30,8746,44,627,8.181623229510407
94,2,6320,112,13295,56.153641240527676
34,28,989,18,16577,85.53320137077654
13,41,9321,41,12673,45.78685162649487
97,16,8691,151,6148,24.194603205567986
81,34,9934,198,5004,16.10662531696299
67,14,4560,105,4926,35.547731854548545
73,20,2368,23,10146,59.329507695714256
11,2,3929,110,10208,56.11557514658358
91,43,5514,154,476,14.878642618900031
28,8,3580,38,12345,63.757767237165446
57,11,3827,33,6820,45.08468608739559
66,3,4620,120,4131,32.84426691533595
65,26,1937,4,133,28.87352611879774
70,17,5079,148,15480,66.56037509314802
89,49,369,155,12678,71.01295273883058
35,49,8966,105,10164,36.925095191347914
80,25,8984,150,346,4.148671696364119
4,43,409,61,10943,68.735614277847
61,41,7377,143,408,10.572551248726015
38,47,8934,58,14713,52.77899056270777
44,1,2433,26,16021,80.05330721542111
84,15,2101,4,14626,75.67446853117899
89,42,5269,151,12954,56.35254814007089
71,49,3499,94,19066,83.36008804396582
21,37,9932,41,14815,50.40157622909057
7,48,9615,160,12544,43.27440332527844
29,28,9162,19,6173,26.10913723281037
7,26,8162,117,10943,44.05353980940207
67,47,4945,138,17228,72.42816632606569
93,2,3773,166,3102,30.66721592188341
93,11,6663,159,12663,52.21599934507502
70,17,177,90,16457,86.59501606858842
74,26,8800,168,18156,62.71301463332716
55,39,4513,185,18575,78.73417393649945
78,25,3543,120,14596,68.61513807997059
22,7,3094,80,4283,39.59851548056419
32,24,2463,4,3134,38.118582609799404
82,4,5232,93,10989,52.33338718593824
36,11,2788,6,4061,39.90638791974054
9,46,5604,163,7018,37.698157207698536
26,29,5079,131,6082,37.400081426778996
22,9,9386,145,3656,15.854162983345645
46,21,8430,40,12266,47.35264459441309
87,22,6046,104,14865,61.775799056668006
17,40,8837,97,10029,38.185236145291746
26,1,940,153,52,31.77436725959201
38,22,1469,140,8967,58.26341185096699
2,42,561,174,12922,73.33417827273892
6,23,8240,4,8610,37.577849735851466
71,16,9935,116,3112,10.899279391130662
13,21,5307,119,4504,32.52626665240507
91,7,7691,16,10261,42.55337165390966
75,31,7446,52,2796,18.16212150251181
55,47,6729,1,16865,66.8765775770317
79,25,8048,49,5480,25.62959190028421
63,45,8507,170,2421,12.27879520279835
73,14,1832,89,14696,75.8125456167149
72,20,4003,47,13390,64.43566468771297
46,22,6570,17,3998,27.213076855810442
6,42,641,158,16309,84.717892453254
48,49,5471,19,4362,30.827186986244143
60,21,4557,31,15938,71.89375453421309
43,6,7993,44,3641,21.806277231117107
68,26,5698,186,16857,68.35980219151014
11,18,5948,19,10339,50.744514674231375
58,38,9890,54,17705,59.62751506843762
92,36,7755,90,12095,46.73612498199131
90,41,6373,169,13835,55.87078133947346
4,42,429,180,11324,68.6578135208361
79,11,5450,105,887,19.04099914808566
83,49,7052,147,8798,36.68553087512285
70,2,9628,24,10210,37.02545242339227
59,8,4167,135,19836,84.6855888768025
5,37,1530,21,4853,46.44576480747698
18,26,2195,88,9190,57.49950315146888
70,33,736,71,11673,68.64137375003065
64,20,4062,145,12011,58.63917843975197
95,20,1895,129,8231,52.72779710741746
25,11,841,181,18371,91.54359340636805
4,40,6176,137,13470,57.27413701955406
70,11,4570,189,16171,70.77050677976024
41,38,5615,14,15818,67.44764098108428
37,5,1857,38,19818,94.23694010458901
